"","SRR6396793","SRR6396794","SRR6396795","SRR6396796","SRR6396797","SRR6396798","SRR6396799","SRR6396800","SRR6396801","SRR6396802","SRR6396803"
"ENSRNOG00000063810",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000064256",0,0,1,0,1,0,0,1,0,0,0
"ENSRNOG00000062757",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000021891",39,33,39,20,75,48,748,728,1728,2012,2065
"ENSRNOG00000069220",25,14,47,9,46,59,23,27,55,26,18
"ENSRNOG00000027756",87,112,198,56,204,202,619,542,1382,1496,1423
"ENSRNOG00000052872",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000001679",3,1,4,1,6,5,1,0,0,4,0
"ENSRNOG00000070226",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000001727",221,214,488,125,558,707,945,877,2076,1905,1774
"ENSRNOG00000070522",1,0,0,0,2,2,2,1,2,3,3
"ENSRNOG00000053246",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000070145",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000067986",289,257,475,117,415,525,366,323,729,984,1086
"ENSRNOG00000056286",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000002187",9131,9137,16872,4402,17470,19157,3,5,3,24,11
"ENSRNOG00000068803",1,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000021569",876,916,1485,400,1610,2029,1259,1278,3010,2545,2706
"ENSRNOG00000063961",0,0,0,0,0,0,1,0,0,1,0
"ENSRNOG00000061734",1,0,1,0,0,0,0,0,0,0,0
"ENSRNOG00000066813",223,241,389,88,394,504,1596,1553,3686,4547,4768
"ENSRNOG00000066195",23,25,40,7,33,55,0,4,3,0,0
"ENSRNOG00000071064",67,63,150,40,158,211,7,5,22,35,28
"ENSRNOG00000052928",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000001829",1076,1001,2264,480,2216,2656,644,625,1220,1020,1100
"ENSRNOG00000033933",0,4,5,1,4,3,3,1,8,3,3
"ENSRNOG00000065454",2,0,9,0,3,7,0,0,0,0,0
"ENSRNOG00000063620",0,0,0,0,0,11,0,0,1,1,0
"ENSRNOG00000063692",10,8,2,0,20,19,0,0,0,1,0
"ENSRNOG00000061658",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000054745",0,0,0,0,0,0,0,0,1,0,0
"ENSRNOG00000063379",8,4,8,1,4,21,2,1,5,1,1
"ENSRNOG00000063237",0,0,0,0,0,0,3,2,5,14,16
"ENSRNOG00000062557",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000064530",1,1,0,0,0,1,0,0,0,0,1
"ENSRNOG00000064725",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000069380",11,4,19,3,1,6,0,0,0,0,0
"ENSRNOG00000058468",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000039689",0,4,0,1,0,2,2,4,1,0,0
"ENSRNOG00000063170",127,136,180,40,281,249,1223,1286,3416,4074,4882
"ENSRNOG00000057033",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068345",0,0,0,0,0,0,1,2,10,2,3
"ENSRNOG00000062535",5,7,23,5,30,18,9,15,35,42,56
"ENSRNOG00000065670",0,0,0,0,0,0,19,28,31,1,0
"ENSRNOG00000069898",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000058702",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000065174",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000066829",82,86,131,32,160,230,1,0,2,1,1
"ENSRNOG00000051453",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000053527",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000056037",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068891",0,0,0,0,0,0,0,0,0,1,0
"ENSRNOG00000001714",28,18,34,6,20,45,14,16,28,22,30
"ENSRNOG00000069526",0,0,0,0,0,1,0,0,0,0,0
"ENSRNOG00000053625",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000057165",0,0,0,0,0,1,0,0,1,0,0
"ENSRNOG00000002032",137,127,181,54,221,248,701,678,1391,1398,1469
"ENSRNOG00000062642",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000065291",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068433",371,414,1055,316,717,1133,0,2,2,2,2
"ENSRNOG00000029184",37,22,61,17,59,99,21,17,44,17,9
"ENSRNOG00000068814",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000069760",83,90,193,67,105,227,0,0,0,0,1
"ENSRNOG00000002092",1,1,6,0,4,7,417,451,940,751,607
"ENSRNOG00000058396",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000045668",74,47,53,16,104,121,715,706,1435,2022,2330
"ENSRNOG00000069502",0,1,1,0,2,0,1,0,0,0,0
"ENSRNOG00000055491",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000067652",21,30,42,9,50,65,23,15,49,42,39
"ENSRNOG00000066937",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000050898",0,0,0,0,0,0,0,0,0,1,0
"ENSRNOG00000070389",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000056031",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000062985",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000051898",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000069619",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000060476",0,0,0,0,0,0,0,0,1,0,0
"ENSRNOG00000069129",3,1,4,1,0,11,4,1,6,9,7
"ENSRNOG00000028638",0,0,0,0,0,0,0,1,0,0,0
"ENSRNOG00000056119",5,4,6,0,14,13,4,5,4,7,9
"ENSRNOG00000063192",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000063822",33,26,302,50,249,290,0,0,0,0,0
"ENSRNOG00000070188",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000040063",1,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000052768",0,0,0,0,1,0,2,1,1,5,5
"ENSRNOG00000069048",0,2,1,1,0,1,1,0,1,1,6
"ENSRNOG00000026870",380,318,514,144,509,704,6,6,13,20,8
"ENSRNOG00000054228",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000067473",1,1,0,0,0,1,3,2,17,11,12
"ENSRNOG00000055311",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000063214",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000060986",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000070128",6,10,12,3,10,9,1,4,11,0,0
"ENSRNOG00000060264",0,1,1,0,0,2,0,0,0,0,0
"ENSRNOG00000066127",26,27,30,11,42,49,0,0,0,0,0
"ENSRNOG00000052026",0,1,3,0,3,1,2,3,6,1,1
"ENSRNOG00000068094",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000070046",264,276,569,157,579,815,460,443,911,1127,1108
"ENSRNOG00000058838",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000028670",1229,1156,2373,640,2286,2958,10,11,52,43,27
"ENSRNOG00000067170",4,6,10,2,10,5,305,363,446,902,922
"ENSRNOG00000054912",0,1,2,0,3,1,1,1,7,5,1
"ENSRNOG00000067715",0,0,1,0,0,0,0,0,0,0,0
"ENSRNOG00000060035",0,0,1,0,0,1,0,0,0,0,1
"ENSRNOG00000070580",10,14,39,5,36,30,0,0,0,2,0
"ENSRNOG00000001704",10,10,4,3,8,9,38,28,94,40,47
"ENSRNOG00000063650",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000069387",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068612",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000060275",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068092",7,18,41,9,28,46,4,7,13,18,14
"ENSRNOG00000062566",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000001584",13,11,16,1,21,39,33,27,73,89,134
"ENSRNOG00000062978",581,565,1432,367,1367,1654,3,2,5,7,4
"ENSRNOG00000070870",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000069234",0,0,0,0,0,1,0,0,0,0,0
"ENSRNOG00000060397",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000028658",4,2,1,0,20,11,1,0,1,2,5
"ENSRNOG00000052098",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000001979",229,199,368,89,341,385,1747,1740,3801,3374,3108
"ENSRNOG00000070255",48,43,111,31,114,148,9,4,8,1,1
"ENSRNOG00000063020",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000056995",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000062680",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000038597",239,252,493,121,453,575,1366,1439,3325,3188,3093
"ENSRNOG00000067013",8,13,20,3,17,23,23,16,43,43,66
"ENSRNOG00000054940",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000065034",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000069118",388,384,848,238,968,1275,1,0,2,0,0
"ENSRNOG00000061629",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000058294",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000002115",2691,2831,5182,1292,4392,5110,4566,4628,9920,6974,7164
"ENSRNOG00000070495",0,0,0,1,0,0,0,1,1,0,2
"ENSRNOG00000060895",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000066783",0,0,0,0,0,0,1,0,3,0,0
"ENSRNOG00000067550",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068673",0,0,0,0,2,1,9,15,13,11,14
"ENSRNOG00000058239",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000028594",2487,2357,4295,1074,5345,6069,2190,2248,4988,5165,5390
"ENSRNOG00000063377",0,1,0,0,2,3,0,1,3,2,0
"ENSRNOG00000001825",5,9,7,2,21,26,444,406,824,649,712
"ENSRNOG00000056812",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000062427",0,0,0,0,0,0,0,1,0,0,0
"ENSRNOG00000063571",0,0,2,1,1,0,5,5,5,13,10
"ENSRNOG00000060372",0,0,0,0,0,0,0,1,0,0,1
"ENSRNOG00000055121",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000070084",20,26,54,15,51,58,0,0,0,1,0
"ENSRNOG00000063074",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000054363",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000066588",8,2,14,6,7,9,3,3,6,12,15
"ENSRNOG00000052779",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000001657",1156,1161,2531,720,2536,3163,1643,1645,4521,4456,4159
"ENSRNOG00000060850",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000002104",1725,1625,3279,931,3685,4183,1471,1511,2908,2514,2508
"ENSRNOG00000067029",0,2,0,0,0,0,0,0,1,0,1
"ENSRNOG00000068576",35,42,0,0,31,47,1,1,0,2,0
"ENSRNOG00000070903",0,0,0,0,0,1,0,0,0,0,0
"ENSRNOG00000070458",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000067988",42,52,92,20,98,131,192,199,457,362,428
"ENSRNOG00000063218",0,1,0,2,2,6,0,0,0,0,0
"ENSRNOG00000066621",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068065",1,0,6,1,5,6,3,3,2,5,6
"ENSRNOG00000065231",0,0,0,0,0,0,0,0,0,1,0
"ENSRNOG00000070902",0,0,0,0,0,0,0,1,3,1,4
"ENSRNOG00000065737",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000052206",36,41,114,31,82,105,0,0,0,0,0
"ENSRNOG00000029811",21,31,61,29,119,132,24,27,61,52,111
"ENSRNOG00000060551",19,20,1,0,35,52,0,0,0,1,0
"ENSRNOG00000001877",682,699,1386,382,1493,1693,1233,1184,2459,3090,3173
"ENSRNOG00000064835",1,0,3,0,3,0,0,3,9,14,6
"ENSRNOG00000066663",0,0,1,1,1,1,1,1,8,2,4
"ENSRNOG00000067860",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068560",321,312,493,116,611,642,1241,1224,2863,5978,6211
"ENSRNOG00000059381",109,117,209,56,162,193,367,356,759,457,535
"ENSRNOG00000065755",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000021399",1457,1511,2463,630,2523,2773,668,666,1309,1117,1141
"ENSRNOG00000001720",59,65,99,21,125,105,698,724,1374,1049,1184
"ENSRNOG00000066115",5,0,19,3,4,16,8,4,12,15,4
"ENSRNOG00000052102",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000001729",84,91,197,34,134,270,970,974,1999,2182,2312
"ENSRNOG00000067747",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068158",2,3,4,0,4,4,28,23,50,75,56
"ENSRNOG00000021555",184,204,374,93,410,499,209,211,589,568,585
"ENSRNOG00000001984",64,91,153,42,132,199,192,147,297,2135,1891
"ENSRNOG00000042975",173,178,385,88,384,523,286,305,691,661,726
"ENSRNOG00000063553",15,6,10,4,9,33,7,18,34,14,11
"ENSRNOG00000021524",37,37,15,12,25,18,412,386,530,63,70
"ENSRNOG00000038505",13,17,49,14,33,43,3,2,3,18,15
"ENSRNOG00000001876",1531,1498,2923,754,2972,3498,28,18,67,68,87
"ENSRNOG00000039877",130,133,214,47,225,279,437,394,825,1089,1153
"ENSRNOG00000042474",0,0,0,0,1,0,0,1,1,2,0
"ENSRNOG00000050091",672,734,1388,282,1354,1634,50,52,97,75,100
"ENSRNOG00000070616",0,0,0,0,0,0,0,0,0,0,2
"ENSRNOG00000039680",11,8,34,6,35,53,0,1,1,1,0
"ENSRNOG00000002028",736,795,1525,423,1747,1937,701,716,1399,1097,1054
"ENSRNOG00000066465",101,98,187,69,147,205,90,94,143,179,180
"ENSRNOG00000067941",4,1,13,2,12,7,3,1,20,19,36
"ENSRNOG00000047699",0,0,3,0,4,5,1162,1163,2486,1421,1315
"ENSRNOG00000002080",2167,2223,4278,1159,4739,5292,1156,1136,2737,2144,2158
"ENSRNOG00000069351",26,32,21,1,75,102,5,1,7,1,1
"ENSRNOG00000001986",3938,3947,7543,1934,7121,8522,2,7,0,0,0
"ENSRNOG00000001654",89,113,135,34,157,235,746,779,1964,1565,1465
"ENSRNOG00000001868",559,592,983,283,1206,1290,2200,2181,5094,5470,5798
"ENSRNOG00000052428",15,21,9,2,84,129,0,1,0,2,0
"ENSRNOG00000002026",1102,1140,2180,501,2386,2866,136,130,343,382,417
"ENSRNOG00000024127",0,0,1,0,2,3,1,1,8,9,4
"ENSRNOG00000067809",11,8,30,4,26,24,0,0,4,0,0
"ENSRNOG00000028292",1024,1036,1931,470,2069,2593,3253,3202,6967,4730,4764
"ENSRNOG00000025787",6988,7009,12898,3302,14422,16205,49,51,55,29,15
"ENSRNOG00000063126",78,62,90,19,66,145,27,23,83,48,38
"ENSRNOG00000068502",211,219,285,60,371,449,83,78,136,193,190
"ENSRNOG00000001642",937,891,2105,442,1782,2805,701,745,1645,2238,2267
"ENSRNOG00000002036",590,639,1326,279,1456,1661,957,963,1825,2350,2520
"ENSRNOG00000001878",177,218,355,90,384,456,1444,1429,3175,3061,3044
"ENSRNOG00000064931",0,0,0,0,0,1,0,0,0,0,0
"ENSRNOG00000062397",0,1,2,0,0,2,1,1,5,2,1
"ENSRNOG00000068346",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000001872",5,4,2,0,10,6,136,112,206,52,77
"ENSRNOG00000052008",0,0,0,0,0,0,0,0,0,1,0
"ENSRNOG00000068497",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000057748",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000002021",6349,6382,12433,3100,14292,16528,7902,7865,19282,17653,17348
"ENSRNOG00000056680",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000062424",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000057324",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000066842",282,279,471,109,582,808,416,411,914,1048,1114
"ENSRNOG00000056215",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000058009",0,0,0,1,1,1,0,4,3,0,3
"ENSRNOG00000062537",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000060760",0,0,0,0,0,1,0,0,0,0,0
"ENSRNOG00000001575",266,253,777,199,570,820,3,3,17,24,17
"ENSRNOG00000001717",1209,1149,2209,517,2401,2934,1993,1922,4313,4360,4246
"ENSRNOG00000027797",93,113,138,36,187,88,1008,1017,1997,1768,1795
"ENSRNOG00000001640",1457,1386,2708,601,2752,2953,1097,1115,2666,2133,2143
"ENSRNOG00000040050",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000002012",1888,2043,3372,834,3754,4291,422,419,883,864,824
"ENSRNOG00000001644",2590,2657,3854,949,4643,6920,0,4,4,7,2
"ENSRNOG00000025028",392,379,906,216,880,925,2006,2026,4569,3654,3943
"ENSRNOG00000002072",31,26,46,7,34,42,14,12,59,49,45
"ENSRNOG00000001622",26,32,65,11,60,68,20,20,58,9,10
"ENSRNOG00000028014",105,115,207,54,220,290,155,164,355,361,349
"ENSRNOG00000001616",226,180,375,61,440,512,733,708,1803,2062,2066
"ENSRNOG00000038540",18,18,29,4,41,37,7,6,15,2,2
"ENSRNOG00000024040",131,85,206,54,259,276,567,579,1409,1118,1048
"ENSRNOG00000002051",703,738,1833,448,1631,1747,540,460,1065,1398,1240
"ENSRNOG00000001928",29,28,31,8,53,50,99,107,283,385,373
"ENSRNOG00000039567",104,107,162,32,178,218,778,791,1643,1318,1436
"ENSRNOG00000039517",1,1,7,0,3,14,31,31,65,5,7
"ENSRNOG00000001930",237,227,426,92,477,501,2029,1981,5168,6754,6688
"ENSRNOG00000027888",627,627,957,217,985,1568,763,746,1523,826,820
"ENSRNOG00000002001",282,301,483,118,534,655,1390,1341,3581,3885,3914
"ENSRNOG00000030462",0,0,1,0,0,0,0,2,3,7,2
"ENSRNOG00000063842",0,0,0,0,0,0,0,3,4,0,0
"ENSRNOG00000065104",0,0,0,0,0,0,0,0,1,1,0
"ENSRNOG00000046991",5,10,2,0,14,45,0,0,3,1,0
"ENSRNOG00000063970",0,0,1,0,1,1,0,0,0,6,2
"ENSRNOG00000065628",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000065413",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000022160",0,0,0,0,0,0,0,0,1,0,0
"ENSRNOG00000070451",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068415",2,0,4,1,2,3,21,23,72,412,398
"ENSRNOG00000039649",0,0,0,1,1,2,1,5,5,1,2
"ENSRNOG00000064197",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000038512",0,0,56,22,130,11,1,0,2,19,4
"ENSRNOG00000069304",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000069990",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000001645",1183,1138,3148,695,3334,3324,379,397,1269,3604,4116
"ENSRNOG00000024384",0,0,2,0,2,0,2,2,15,7,3
"ENSRNOG00000046780",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000052348",0,0,0,0,1,0,9,1,1,2,4
"ENSRNOG00000001711",4349,4419,8540,2104,8866,9716,44,38,75,136,133
"ENSRNOG00000039562",1,3,3,1,0,4,4,2,6,1,2
"ENSRNOG00000068996",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000033321",18,32,43,13,64,65,82,93,170,154,189
"ENSRNOG00000025990",0,0,0,0,0,1,2,1,5,1,2
"ENSRNOG00000065215",0,1,1,0,2,0,3,1,16,8,5
"ENSRNOG00000065853",55,32,84,15,72,109,137,131,307,266,265
"ENSRNOG00000028411",1362,1431,2433,522,2833,3079,2178,2122,5132,5616,5534
"ENSRNOG00000055751",6,5,5,2,9,10,205,204,360,194,177
"ENSRNOG00000001833",150,130,246,61,268,323,3955,3887,8958,9114,9236
"ENSRNOG00000062881",0,0,0,0,1,1,1,4,9,16,14
"ENSRNOG00000033603",0,0,0,0,0,1,5,0,10,11,11
"ENSRNOG00000064655",0,0,1,0,0,3,1,2,1,2,1
"ENSRNOG00000023917",1610,1487,2149,530,2857,3487,0,0,6,1,2
"ENSRNOG00000070865",0,0,0,0,0,0,0,0,2,1,1
"ENSRNOG00000002253",220,262,519,144,545,742,110,103,262,227,252
"ENSRNOG00000037909",95,76,146,48,182,158,1581,1563,3715,2816,2844
"ENSRNOG00000001613",437,464,976,222,984,1143,838,859,1799,1255,1301
"ENSRNOG00000001931",31,15,21,10,32,17,244,261,557,482,518
"ENSRNOG00000038610",0,0,1,0,0,0,4,3,2,4,4
"ENSRNOG00000026991",0,1,0,0,1,1,1,2,2,3,2
"ENSRNOG00000001845",1624,1682,3446,899,3672,4337,1532,1541,3458,2309,2104
"ENSRNOG00000055138",0,2,0,0,0,0,0,0,0,4,3
"ENSRNOG00000067943",223,220,400,82,382,352,319,289,547,643,708
"ENSRNOG00000001611",3039,3064,3938,1011,4459,4910,10238,10404,17447,14357,15252
"ENSRNOG00000001728",70,76,147,34,109,167,1120,1193,2268,986,1027
"ENSRNOG00000052877",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000001874",70,68,69,22,124,138,63,73,123,143,180
"ENSRNOG00000001713",3,1,1,0,6,2,30,34,109,91,100
"ENSRNOG00000069996",1,0,0,0,1,4,0,0,0,0,0
"ENSRNOG00000067098",0,0,1,0,0,0,0,0,0,0,0
"ENSRNOG00000039668",6,1,2,0,4,2,5,4,30,74,100
"ENSRNOG00000069169",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000048109",43,32,50,5,54,31,154,168,188,184,201
"ENSRNOG00000001924",0,1,0,0,1,2,59,55,139,176,113
"ENSRNOG00000001873",15,13,19,1,26,23,15,19,21,18,24
"ENSRNOG00000031273",73,89,66,18,61,76,251,260,289,200,286
"ENSRNOG00000001653",54,69,98,23,109,118,114,111,257,173,213
"ENSRNOG00000039674",69,72,140,31,149,136,1,0,6,1,6
"ENSRNOG00000032877",0,0,1,0,1,0,0,3,4,3,5
"ENSRNOG00000025014",0,0,0,1,0,0,1,0,1,3,2
"ENSRNOG00000055281",211,183,250,86,369,372,802,741,1882,3860,3913
"ENSRNOG00000070540",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000033115",0,0,0,0,1,0,1,0,2,4,3
"ENSRNOG00000001893",6,4,9,2,9,11,7,7,51,44,53
"ENSRNOG00000050000",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000059491",132,130,383,85,321,396,196,194,571,900,779
"ENSRNOG00000025031",7,2,2,1,1,5,3,6,8,4,3
"ENSRNOG00000050071",211,215,251,60,327,416,713,704,1760,1409,1472
"ENSRNOG00000001609",100,87,213,63,228,259,172,168,464,510,460
"ENSRNOG00000068894",15971,15735,29368,7673,30186,33270,17,17,4,4,10
"ENSRNOG00000001843",51,38,70,18,69,93,110,114,320,226,182
"ENSRNOG00000066515",0,0,0,0,0,0,1,0,1,0,1
"ENSRNOG00000001991",1614,1727,2793,682,2856,3118,3314,3254,6330,5987,6787
"ENSRNOG00000070676",6,6,6,4,7,10,4,0,1,4,0
"ENSRNOG00000001926",23,24,43,10,45,47,238,216,952,4271,3544
"ENSRNOG00000051418",4,3,7,5,11,18,0,0,1,0,0
"ENSRNOG00000030452",14538,14618,26783,7032,27598,34041,18,19,26,5,9
"ENSRNOG00000068299",2,0,1,0,3,1,5,6,22,18,16
"ENSRNOG00000042967",0,0,0,0,0,2,0,0,0,1,1
"ENSRNOG00000050869",15,14,10,1,26,10,131,137,216,148,206
"ENSRNOG00000000716",0,0,3,0,2,1,7,7,19,6,4
"ENSRNOG00000063121",0,0,1,0,0,0,0,0,0,0,0
"ENSRNOG00000001823",333,348,558,156,678,786,2625,2541,5994,8545,8145
"ENSRNOG00000001699",298,326,753,173,701,768,495,488,1017,1155,1203
"ENSRNOG00000031163",5,10,13,4,18,11,74,73,143,155,178
"ENSRNOG00000001567",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000063483",0,1,0,0,1,1,0,0,0,0,1
"ENSRNOG00000040068",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000071041",0,0,0,0,0,0,1,0,0,0,0
"ENSRNOG00000070559",1,0,16,1,12,0,0,1,16,8,10
"ENSRNOG00000001608",192,146,366,98,290,453,71,62,146,147,140
"ENSRNOG00000040064",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000027997",1,0,2,1,2,3,1,1,2,2,0
"ENSRNOG00000055713",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000001813",2130,2147,4135,953,4125,5048,1696,1654,3896,4814,4901
"ENSRNOG00000043017",2,0,2,2,3,0,1,1,0,1,2
"ENSRNOG00000039678",0,0,0,0,0,0,0,0,0,1,0
"ENSRNOG00000042680",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000049911",348,353,903,205,829,773,480,480,1026,676,658
"ENSRNOG00000057156",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000027691",0,0,3,3,2,0,0,0,0,0,0
"ENSRNOG00000001982",166,173,234,63,272,342,673,694,1505,1615,1569
"ENSRNOG00000061897",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000027478",0,0,0,0,0,0,0,0,2,2,2
"ENSRNOG00000055793",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000001571",0,0,0,0,0,0,0,0,9,0,5
"ENSRNOG00000048374",1,3,13,1,8,9,0,0,0,0,0
"ENSRNOG00000067486",0,0,2,1,5,5,0,0,0,1,1
"ENSRNOG00000066669",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000050096",1,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000067558",0,0,0,0,0,0,1,0,0,0,0
"ENSRNOG00000048212",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000047848",88,77,106,24,150,177,232,228,524,631,594
"ENSRNOG00000001570",0,0,0,0,1,1,0,0,0,1,2
"ENSRNOG00000042531",0,2,0,1,0,0,0,0,0,0,0
"ENSRNOG00000001971",4039,4069,8687,2167,7747,11005,578,580,1527,1734,1499
"ENSRNOG00000065419",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000063617",0,0,0,0,0,1,0,0,0,0,0
"ENSRNOG00000001862",2485,2429,3857,928,4109,4809,3498,3464,7236,7169,7393
"ENSRNOG00000001691",0,1,1,0,3,1,0,1,3,3,0
"ENSRNOG00000060045",3065,3133,5670,1518,5801,7868,2784,2696,8081,4756,3444
"ENSRNOG00000026236",339,335,779,185,797,883,1115,1099,2381,2850,3078
"ENSRNOG00000001692",242,217,454,120,458,440,429,430,997,1087,1127
"ENSRNOG00000001861",972,911,1801,480,1684,1793,97,142,218,104,95
"ENSRNOG00000001701",16,18,33,7,25,19,78,64,170,230,268
"ENSRNOG00000054203",67,80,58,22,139,227,8,9,22,12,10
"ENSRNOG00000001964",230,234,229,62,425,454,1470,1431,3345,5565,6126
"ENSRNOG00000001865",3,1,9,2,9,4,1,1,59,19,21
"ENSRNOG00000001860",3006,2977,6309,1672,6240,7724,16,6,19,13,7
"ENSRNOG00000001686",274,300,804,226,708,824,536,558,1546,1567,1425
"ENSRNOG00000001864",853,807,1686,399,1610,1967,7,5,11,13,10
"ENSRNOG00000025252",34,36,61,14,66,77,248,264,481,395,444
