"","SRR6396793","SRR6396794","SRR6396795","SRR6396796","SRR6396797","SRR6396798","SRR6396799","SRR6396800","SRR6396801","SRR6396802","SRR6396803"
"ENSRNOG00000030387",1,2,11,2,18,3,26,21,455,163,128
"ENSRNOG00000021469",266,273,548,130,583,642,397,382,794,990,940
"ENSRNOG00000001809",4,0,35,0,28,0,0,1,24,6,12
"ENSRNOG00000001821",128,131,270,71,245,285,14,14,16,6,6
"ENSRNOG00000066346",0,1,1,0,4,12,5,6,18,3,12
"ENSRNOG00000023463",107,106,62,13,128,86,908,900,1892,2828,3159
"ENSRNOG00000001816",2859,2858,5127,1189,5479,6448,1165,1233,2754,1959,1955
"ENSRNOG00000001627",198,211,277,68,373,271,264,260,644,2001,2007
"ENSRNOG00000021992",0,0,0,0,0,1,0,0,0,1,0
"ENSRNOG00000001789",143,161,224,60,263,315,1621,1564,3915,4375,4151
"ENSRNOG00000001815",2502,2623,4509,979,4910,5347,4976,4793,10843,10307,10461
"ENSRNOG00000002701",4,9,13,4,25,18,3,2,11,7,17
"ENSRNOG00000001785",353,359,612,148,694,678,1399,1350,3059,3144,2527
"ENSRNOG00000001837",0,1,1,0,0,1,7,7,14,10,7
"ENSRNOG00000038355",1,1,2,1,1,2,0,0,1,0,0
"ENSRNOG00000023400",53,72,37,11,85,69,695,726,1657,2408,2918
"ENSRNOG00000069473",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000026085",485,515,1002,248,1095,1209,282,324,657,622,634
"ENSRNOG00000031669",5325,5604,11311,3052,11773,13185,736,717,2018,2217,2134
"ENSRNOG00000026008",449,496,936,231,913,1223,611,560,1316,1159,1098
"ENSRNOG00000066242",34,34,30,6,51,29,31,36,81,72,88
"ENSRNOG00000002238",1281,1214,2633,816,2855,3256,2464,2524,5099,9283,9613
"ENSRNOG00000033929",0,0,0,0,0,1,0,0,7,1,0
"ENSRNOG00000001827",187,158,348,116,424,312,35,42,198,796,1185
"ENSRNOG00000064199",0,0,0,0,0,0,0,0,2,1,3
"ENSRNOG00000002176",11140,11356,21653,5268,21851,26837,853,874,2192,1799,1666
"ENSRNOG00000001770",15,18,44,8,30,12,48,50,95,84,76
"ENSRNOG00000001797",558,581,1072,258,1035,1231,1826,1724,3779,3370,3324
"ENSRNOG00000031801",83,72,159,49,250,203,710,705,1572,1114,1114
"ENSRNOG00000061038",7,8,29,4,21,41,3,5,21,16,13
"ENSRNOG00000002240",84,65,88,29,124,109,763,702,1635,1869,1871
"ENSRNOG00000043069",453,439,790,206,1001,1204,408,371,774,890,911
"ENSRNOG00000047894",0,1,1,0,3,1,19,25,55,35,28
"ENSRNOG00000002229",41,30,32,11,99,69,623,604,1673,3025,3026
"ENSRNOG00000001955",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000063811",99,91,154,30,204,199,1068,1076,2789,3457,3704
"ENSRNOG00000001943",2,0,0,0,0,1,1,1,4,1,3
"ENSRNOG00000029564",0,0,0,0,0,3,0,0,0,0,0
"ENSRNOG00000042598",4525,4677,9309,2324,10056,11508,0,0,0,1,1
"ENSRNOG00000022110",4,5,9,3,16,9,0,0,2,3,3
"ENSRNOG00000002145",1,0,0,0,1,1,0,0,1,3,4
"ENSRNOG00000065935",28,21,136,16,114,70,157,155,1019,443,470
"ENSRNOG00000022136",0,0,0,0,0,0,10,2,13,23,10
"ENSRNOG00000002215",633,659,891,208,1560,1438,4842,4835,16068,19796,20439
"ENSRNOG00000046283",21,18,38,8,33,32,108,101,229,260,267
"ENSRNOG00000025423",34,38,61,23,76,88,69,72,174,162,125
"ENSRNOG00000001773",1069,1064,2068,485,2420,2845,514,532,1174,1355,1408
"ENSRNOG00000002171",38,40,38,11,81,70,1037,1070,3055,4280,4289
"ENSRNOG00000025055",748,714,1771,516,1564,2027,1,1,3,1,1
"ENSRNOG00000032327",1221,1255,2326,627,2355,2857,1088,1144,2192,1881,1947
"ENSRNOG00000001708",243,218,484,142,524,530,1562,1618,3218,4679,4618
"ENSRNOG00000034233",5840,5945,12701,2842,13169,16242,2891,2734,7070,5982,6377
"ENSRNOG00000038160",1257,1267,2365,587,2700,3256,1764,1761,4187,3134,2940
"ENSRNOG00000023030",382,405,405,94,448,707,31,37,69,41,37
"ENSRNOG00000029178",275,286,601,160,578,713,1210,1139,2089,1981,2186
"ENSRNOG00000059880",4132,4040,8261,2138,8357,10081,1783,1665,4074,4094,3895
"ENSRNOG00000025404",48,54,90,28,89,111,2016,1935,4279,932,497
"ENSRNOG00000023107",323,275,588,134,651,706,4895,4939,11916,7471,7190
"ENSRNOG00000066784",0,0,0,0,0,1,1,0,0,1,1
"ENSRNOG00000064614",1,2,4,3,10,5,4,10,5,6,2
"ENSRNOG00000066258",0,0,0,1,0,0,0,0,0,0,0
"ENSRNOG00000054334",108,147,255,75,283,293,255,244,597,544,581
"ENSRNOG00000055586",0,0,0,0,3,1,4,1,3,6,5
"ENSRNOG00000064186",0,0,7,1,11,4,8,6,11,14,10
"ENSRNOG00000001776",10,13,30,12,35,20,0,3,4,1,0
"ENSRNOG00000001764",1428,1510,3479,836,3493,3459,1505,1537,3719,2031,1898
"ENSRNOG00000001765",0,0,0,1,1,1,9,5,23,14,8
"ENSRNOG00000042289",70,94,179,69,164,137,11,17,36,45,38
"ENSRNOG00000001762",1850,1843,3590,947,3697,4131,1175,1175,2763,3012,3026
"ENSRNOG00000054404",4,0,9,3,8,11,0,3,0,13,0
"ENSRNOG00000048434",0,0,1,0,0,0,0,0,0,0,0
"ENSRNOG00000001766",753,731,1392,343,1384,1878,1466,1445,3463,4059,4341
"ENSRNOG00000002094",419,451,1110,248,856,1079,538,523,1098,1358,1364
"ENSRNOG00000001796",155,138,321,85,356,448,18,20,37,34,40
"ENSRNOG00000001758",1189,1171,2122,465,2010,2750,319,301,694,442,409
"ENSRNOG00000002069",526,558,1289,319,1182,1609,445,474,949,937,1018
"ENSRNOG00000049950",0,1,0,0,0,0,1,1,7,0,0
"ENSRNOG00000001712",342,334,661,203,731,770,398,386,903,940,936
"ENSRNOG00000022007",4566,4556,9224,2041,8911,12398,5,0,3,14,6
"ENSRNOG00000001803",1887,1807,3306,812,3425,4380,1373,1334,3096,2517,2544
"ENSRNOG00000001707",6,13,5,0,26,21,63,79,167,153,148
"ENSRNOG00000053301",0,0,0,0,0,0,1,1,2,3,4
"ENSRNOG00000026458",1102,1163,2825,704,2727,3305,529,543,1301,1266,1192
"ENSRNOG00000056574",1,0,0,0,0,1,1,0,2,10,1
"ENSRNOG00000002141",43,42,24,7,63,71,726,714,1830,2923,2958
"ENSRNOG00000001709",1605,1550,2694,669,2904,3391,5733,5502,12912,13917,14321
"ENSRNOG00000001783",1173,1190,2185,522,2498,3016,3702,3731,7959,8430,8933
"ENSRNOG00000002013",0,1,5,1,4,1,36,37,106,52,43
"ENSRNOG00000001706",264,250,563,151,478,575,577,590,1604,977,1035
"ENSRNOG00000001710",2919,2931,5554,1460,6166,7776,1538,1585,3593,2376,2465
"ENSRNOG00000002044",33,41,102,26,55,86,106,109,220,277,258
"ENSRNOG00000001911",2,1,5,0,5,3,31,32,74,22,20
"ENSRNOG00000001750",11,9,10,1,11,12,241,221,543,1132,1421
"ENSRNOG00000013721",102,105,191,35,208,266,393,421,844,601,619
"ENSRNOG00000060806",1,1,1,1,4,1,0,0,2,8,1
"ENSRNOG00000058590",25,26,63,18,51,50,0,0,0,0,0
"ENSRNOG00000042367",0,2,6,4,4,5,0,4,2,3,6
"ENSRNOG00000039048",2,1,1,1,3,3,11,10,12,42,41
"ENSRNOG00000002052",486,508,145,36,765,413,630,653,2502,6173,7002
"ENSRNOG00000059447",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000070163",0,0,1,0,0,1,0,0,0,0,0
"ENSRNOG00000064181",1,3,0,0,0,3,0,0,0,0,0
"ENSRNOG00000069249",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000064589",0,0,1,0,0,0,0,0,0,0,1
"ENSRNOG00000001748",77,78,143,31,158,196,539,581,1145,1001,1018
"ENSRNOG00000053406",1406,1422,2792,679,2692,3821,27,36,73,103,94
"ENSRNOG00000001658",9,7,16,3,5,9,4,3,12,2,2
"ENSRNOG00000001742",427,421,728,231,910,870,939,1004,1634,2112,2297
"ENSRNOG00000069912",6,2,2,1,3,6,0,0,0,1,0
"ENSRNOG00000001632",1139,1118,2148,527,2420,2833,1781,1754,4143,3233,3163
"ENSRNOG00000060348",76,78,145,45,139,187,332,332,735,342,276
"ENSRNOG00000001747",707,719,1253,322,1476,1647,2135,2174,5101,5985,6036
"ENSRNOG00000067977",0,0,0,0,0,0,0,0,0,0,1
"ENSRNOG00000001757",3,5,5,0,10,5,9,10,21,15,12
"ENSRNOG00000030983",236,276,458,130,447,629,186,195,214,38,24
"ENSRNOG00000057815",1619,1645,3352,783,3709,4796,224,199,509,366,359
"ENSRNOG00000039850",1181,1147,2658,643,2739,2825,365,407,775,588,573
"ENSRNOG00000046969",552,564,1214,282,1287,1738,1790,1806,4452,3137,2698
"ENSRNOG00000001647",324,335,486,140,616,648,1463,1416,3315,2579,3316
"ENSRNOG00000002046",5,4,0,0,6,8,5,6,4,10,3
"ENSRNOG00000064973",116,117,258,63,299,307,840,832,1874,2246,2346
"ENSRNOG00000045770",131,142,284,75,274,328,1158,1146,2621,3099,3317
"ENSRNOG00000002041",32,37,23,8,59,60,912,864,2563,3594,4100
"ENSRNOG00000001746",794,882,1315,291,1454,1784,1629,1672,4016,4014,4161
"ENSRNOG00000049686",50,58,60,19,69,74,260,255,571,539,516
"ENSRNOG00000048861",6,3,2,1,3,4,19,16,26,29,38
"ENSRNOG00000028077",6053,6050,10869,2584,12404,15884,148,174,436,81,51
"ENSRNOG00000063031",1793,1742,3654,982,3393,4450,224,192,564,457,459
"ENSRNOG00000001786",483,466,862,214,954,1085,1823,1787,4055,4432,4295
"ENSRNOG00000001525",1350,1410,3234,781,3015,3848,1851,1881,3675,4569,4527
"ENSRNOG00000001682",737,758,1308,325,1519,1923,5792,5956,14832,16400,16136
"ENSRNOG00000001795",498,510,918,246,986,1168,2600,2627,5821,9264,9342
"ENSRNOG00000001738",4885,5142,10759,2679,11463,12177,4801,4877,12032,12858,13262
"ENSRNOG00000046836",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000039024",360,407,721,176,863,946,445,481,967,854,852
"ENSRNOG00000001736",427,375,706,161,945,945,1071,1081,2482,992,786
"ENSRNOG00000046850",0,1,3,0,0,0,12,17,22,38,34
"ENSRNOG00000068165",2,0,0,0,1,0,0,1,1,0,0
"ENSRNOG00000003114",36,46,89,24,82,85,152,146,378,469,406
"ENSRNOG00000062641",0,0,2,0,1,2,0,0,0,0,0
"ENSRNOG00000001782",763,757,1430,388,1513,1801,703,710,1511,2189,2080
"ENSRNOG00000063137",0,0,0,0,0,0,0,0,1,0,0
"ENSRNOG00000067288",2,0,0,0,2,3,0,0,0,0,0
"ENSRNOG00000066479",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000028238",74,91,123,30,138,277,23,26,68,62,109
"ENSRNOG00000001781",192,213,428,112,466,553,311,333,808,1063,919
"ENSRNOG00000042193",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000064222",227,254,311,44,314,367,847,831,1499,828,1079
"ENSRNOG00000039017",748,720,1261,307,1373,1608,893,849,2038,2202,2244
"ENSRNOG00000046258",237,217,384,79,357,396,63,85,251,134,143
"ENSRNOG00000028216",0,0,3,0,3,3,3,2,8,15,12
"ENSRNOG00000026420",1815,1803,3441,772,3729,4733,33,18,44,12,10
"ENSRNOG00000022792",596,624,1153,278,1162,1067,2,5,10,10,9
"ENSRNOG00000001992",492,513,823,195,849,1106,1320,1328,2841,3086,3031
"ENSRNOG00000033372",1035,1048,2210,481,2405,2684,1365,1317,3310,4331,4102
"ENSRNOG00000049693",1,0,1,0,6,7,8,4,7,6,3
"ENSRNOG00000001953",126,117,254,62,244,343,90,92,244,303,325
"ENSRNOG00000001719",6972,7067,13239,3334,13929,17169,9332,9392,22456,12815,11702
"ENSRNOG00000057153",109,121,201,61,232,261,29,36,88,494,812
"ENSRNOG00000058752",25,17,45,11,63,78,42,32,89,135,140
"ENSRNOG00000001629",622,615,1239,299,1290,1741,957,915,2221,2164,2115
"ENSRNOG00000002976",1474,1474,3162,906,3488,4154,23,25,65,97,72
"ENSRNOG00000001715",3,5,12,3,7,8,109,100,288,488,521
"ENSRNOG00000063024",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000027260",216,210,310,85,350,392,1187,1197,2384,2704,2766
"ENSRNOG00000027380",2,0,1,0,1,4,17,14,39,88,192
"ENSRNOG00000001774",513,523,1096,280,1191,1187,1228,1326,2693,5149,5149
"ENSRNOG00000060729",133,131,281,87,232,311,346,340,791,855,846
"ENSRNOG00000003014",32,34,63,15,67,65,1152,1081,2790,2467,2583
"ENSRNOG00000062944",36,47,102,25,101,115,23,25,71,26,19
"ENSRNOG00000029529",97,91,203,47,193,209,95,95,231,144,155
"ENSRNOG00000002999",174,151,266,77,289,329,501,468,972,735,728
"ENSRNOG00000029912",1070,1161,2276,608,2555,3013,342,351,1000,897,930
"ENSRNOG00000001527",4,6,2,0,7,18,20,16,53,51,48
"ENSRNOG00000038868",1124,1041,2066,490,2064,2561,954,908,2227,1232,886
"ENSRNOG00000046981",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000001652",18,21,34,5,33,49,337,359,776,395,454
"ENSRNOG00000025946",7,12,15,3,19,29,3076,3040,6796,4733,4312
"ENSRNOG00000002350",58,64,88,20,99,108,7,7,24,22,10
"ENSRNOG00000001908",43,53,54,20,73,122,57,60,125,78,88
"ENSRNOG00000038119",1,1,4,1,5,6,0,0,1,1,0
"ENSRNOG00000001892",4,8,6,3,10,7,173,165,336,88,63
"ENSRNOG00000031852",27,24,11,2,14,21,137,112,351,170,174
"ENSRNOG00000000282",9,10,19,3,30,34,2,1,8,5,3
"ENSRNOG00000000283",941,928,1678,433,1890,2180,551,582,1278,994,1016
"ENSRNOG00000048226",571,596,1001,218,969,1464,4300,4219,10096,11998,12006
"ENSRNOG00000042555",2247,2167,4137,996,5061,6036,7,5,11,19,13
"ENSRNOG00000061814",917,895,1936,583,1940,2365,2354,2468,5486,6872,7265
"ENSRNOG00000001793",105,121,135,24,186,215,1960,1960,5060,7378,7568
"ENSRNOG00000038987",5,6,8,2,18,20,3,2,3,1,0
"ENSRNOG00000001623",344,343,578,139,667,798,976,1016,2464,1915,1969
"ENSRNOG00000056716",92,99,122,54,138,167,313,323,671,600,512
"ENSRNOG00000001839",0,1,1,0,1,2,0,0,4,8,4
"ENSRNOG00000053435",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000001891",39,30,52,11,70,64,282,285,653,596,520
"ENSRNOG00000068521",0,0,0,0,0,0,0,0,0,1,0
"ENSRNOG00000062945",6,5,14,4,10,19,145,153,337,269,267
"ENSRNOG00000002721",626,658,952,269,1001,1251,618,621,1221,981,1156
"ENSRNOG00000001890",115,113,181,54,184,212,858,878,1885,1249,1282
"ENSRNOG00000002265",9,10,25,5,31,9,1,2,5,19,6
"ENSRNOG00000027992",285,298,526,146,708,1247,150,150,282,108,43
"ENSRNOG00000001889",166,167,296,76,435,356,1128,1177,2421,2591,2534
"ENSRNOG00000002906",21,20,14,5,31,41,1,1,6,7,1
"ENSRNOG00000001794",0,0,2,0,0,1,0,0,0,1,2
"ENSRNOG00000002833",3573,3550,7133,1736,7186,8716,1083,1124,2451,3019,3110
"ENSRNOG00000001888",144,185,305,85,329,386,1955,1844,4355,1781,1721
"ENSRNOG00000001733",4707,4803,7550,1806,8371,9887,1137,1065,2647,2797,2943
"ENSRNOG00000003075",371,369,700,196,671,825,789,754,1614,1462,1496
"ENSRNOG00000001752",22,31,35,10,58,53,137,175,299,231,291
"ENSRNOG00000001962",12,12,26,4,13,17,71,64,198,32,31
"ENSRNOG00000030246",0,3,0,2,1,1,1,0,1,8,5
"ENSRNOG00000024924",2943,2975,5162,1211,5790,6425,503,522,1240,1165,1206
"ENSRNOG00000038881",16,33,31,9,47,51,24,30,83,109,131
"ENSRNOG00000001963",39,38,23,5,72,36,233,245,545,185,213
"ENSRNOG00000033623",201,204,477,113,338,547,493,478,898,730,717
"ENSRNOG00000002797",5,3,23,2,4,9,35,36,69,78,67
"ENSRNOG00000001875",2548,2448,5156,1401,5122,5642,1369,1331,3051,3113,3147
"ENSRNOG00000001976",1,1,0,0,0,2,8,6,13,50,67
"ENSRNOG00000043345",652,632,1198,303,1455,1667,485,426,1147,1425,1515
"ENSRNOG00000001618",152,163,353,111,374,471,326,363,1126,202,68
"ENSRNOG00000001754",657,707,1394,339,1413,1845,210,218,443,413,394
"ENSRNOG00000002746",255,234,394,107,435,406,9173,9101,23490,38067,39456
"ENSRNOG00000067589",276,293,634,155,608,883,619,600,1615,1178,1259
"ENSRNOG00000001628",0,0,6,0,11,5,27,18,39,52,19
"ENSRNOG00000001886",475,453,1056,297,1012,1224,1041,974,2164,2926,3012
"ENSRNOG00000001739",84,93,203,46,191,164,6,6,14,26,27
"ENSRNOG00000070121",209,213,486,116,394,545,155,172,339,410,429
"ENSRNOG00000001885",387,356,695,185,816,869,881,847,1879,1924,2135
"ENSRNOG00000001620",53,58,102,33,121,135,403,448,960,1083,991
"ENSRNOG00000002289",0,0,6,2,2,2,50,47,74,53,34
"ENSRNOG00000001730",1088,1114,2238,528,2416,2910,1442,1408,3767,5102,5225
"ENSRNOG00000027151",884,895,1720,421,1873,2100,2551,2557,6588,8136,8345
"ENSRNOG00000000281",29,26,36,5,32,26,114,129,263,346,429
"ENSRNOG00000058687",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000001880",959,977,1767,474,1737,2047,288,291,691,801,789
"ENSRNOG00000067813",0,0,0,0,0,0,0,0,0,1,0
"ENSRNOG00000054045",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000024960",0,1,1,0,0,1,0,1,1,1,0
"ENSRNOG00000068260",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000001621",334,346,563,136,640,1028,355,375,1000,912,803
"ENSRNOG00000060852",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000066140",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000001884",579,580,838,188,910,1238,2445,2511,5098,5433,5625
"ENSRNOG00000002305",29,37,27,3,53,48,111,98,328,766,1214
"ENSRNOG00000041535",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000040402",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000055598",6,6,9,3,10,13,17,22,43,33,34
"ENSRNOG00000001726",6,7,65,18,115,78,292,253,476,405,377
"ENSRNOG00000046478",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000050840",1,0,0,0,0,0,0,0,0,0,1
"ENSRNOG00000035524",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000049963",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000035536",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000037967",382,407,639,155,653,732,381,382,713,702,737
"ENSRNOG00000068993",1,0,6,2,3,3,0,1,3,3,8
"ENSRNOG00000035541",0,0,0,0,0,0,0,0,0,1,0
"ENSRNOG00000046846",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000035500",0,0,0,0,0,0,0,0,0,1,4
"ENSRNOG00000048889",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000001959",26,26,15,2,47,16,4,8,12,36,12
"ENSRNOG00000035585",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000040376",0,0,2,0,0,0,0,0,0,0,0
"ENSRNOG00000066681",287,270,626,158,694,854,956,936,2547,2585,2528
"ENSRNOG00000035526",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000049439",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000042711",1777,1931,3092,787,3642,3609,3,3,1,1,0
"ENSRNOG00000041554",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000048273",80,72,274,74,214,328,79,50,76,19,9
"ENSRNOG00000064234",0,0,0,0,0,0,0,0,0,1,1
"ENSRNOG00000067575",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000064503",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000001870",841,841,1669,435,1688,1797,1654,1622,3837,3327,3223
"ENSRNOG00000037983",1,2,1,1,2,1,0,0,0,0,1
"ENSRNOG00000030314",2707,2756,5418,1207,6042,8221,2318,2327,5584,5717,5464
"ENSRNOG00000061393",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068242",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000040054",6,11,19,4,9,15,0,0,0,0,0
"ENSRNOG00000001867",1459,1508,3041,734,3534,4385,888,914,1947,2495,2486
"ENSRNOG00000051751",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000001592",3771,3809,7355,1709,7677,9518,10288,10103,21967,10442,10225
"ENSRNOG00000040039",0,0,0,0,0,1,0,0,3,1,2
"ENSRNOG00000054190",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000038001",322,385,526,155,578,651,1292,1300,2580,2190,2342
"ENSRNOG00000038835",1,6,4,0,4,3,7,5,22,36,23
"ENSRNOG00000067668",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000063259",1,1,3,0,3,7,0,1,0,1,1
"ENSRNOG00000058167",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000045728",5476,5622,10972,2591,12103,15818,375,341,898,963,966
"ENSRNOG00000070582",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000070808",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000070861",0,1,0,0,0,0,6,5,16,9,15
"ENSRNOG00000064806",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000028648",2,0,3,0,2,2,30,32,53,7,11
"ENSRNOG00000063723",80,72,104,22,101,137,644,647,937,412,616
"ENSRNOG00000061283",0,0,0,0,0,1,0,0,0,0,0
"ENSRNOG00000064720",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000030984",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000052338",0,0,0,0,0,0,0,0,0,0,1
"ENSRNOG00000069948",0,0,2,0,0,0,0,0,0,0,0
"ENSRNOG00000052562",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000043471",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068634",0,0,1,0,0,0,0,0,0,0,1
"ENSRNOG00000056025",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000069664",0,0,0,0,0,1,0,0,0,3,0
"ENSRNOG00000037957",9,8,23,5,37,33,114,112,322,108,81
"ENSRNOG00000000288",11,11,11,2,25,30,844,810,1424,2132,2662
"ENSRNOG00000066648",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068323",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000066199",1,1,3,0,2,3,2,1,1,1,1
"ENSRNOG00000056381",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068197",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000054727",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000063779",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000001566",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000051729",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000059060",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000002471",273,278,625,172,712,700,196,246,573,696,710
"ENSRNOG00000001680",100,109,196,42,207,252,1281,1239,3138,1180,1096
"ENSRNOG00000053621",4,4,5,4,6,8,12,9,14,17,13
"ENSRNOG00000050693",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000056026",1,1,2,1,2,4,5,8,13,11,11
"ENSRNOG00000001769",314,303,623,185,604,835,1853,1804,4218,4501,4840
"ENSRNOG00000056834",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000069467",1,0,3,1,2,2,4,0,7,10,3
"ENSRNOG00000042848",613,618,919,192,897,1216,2644,2619,5558,5866,5395
"ENSRNOG00000052714",1,1,2,2,4,7,13,6,16,10,19
"ENSRNOG00000060539",1,1,4,1,1,6,9,8,10,18,11
"ENSRNOG00000023271",285,281,537,134,566,718,1243,1287,2763,1944,1939
"ENSRNOG00000001528",3,2,9,0,2,12,140,114,281,1606,1869
"ENSRNOG00000056109",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000037851",513,509,872,238,857,1152,714,750,1729,1221,1134
"ENSRNOG00000054670",0,0,0,0,0,1,0,1,0,1,1
"ENSRNOG00000056085",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000064498",0,0,1,0,0,0,0,1,2,0,0
"ENSRNOG00000070595",0,0,0,0,0,0,0,0,0,0,1
"ENSRNOG00000065774",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068143",0,0,0,0,0,0,1,0,2,0,0
"ENSRNOG00000063813",0,0,0,0,0,1,0,0,0,0,0
"ENSRNOG00000058090",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000071059",1,0,1,0,1,0,0,0,0,0,0
"ENSRNOG00000002459",9,12,90,27,44,32,6,7,12,21,8
"ENSRNOG00000065592",0,0,0,0,0,0,5,2,9,5,17
"ENSRNOG00000070665",3,0,2,0,1,2,2,1,1,2,0
"ENSRNOG00000001551",1481,1413,2519,554,2572,3100,2602,2627,4947,4360,4668
"ENSRNOG00000063735",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068210",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000065035",0,0,3,0,0,0,1,0,3,2,0
"ENSRNOG00000040058",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000053125",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000062339",0,0,0,0,0,0,0,0,2,1,0
"ENSRNOG00000064477",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000030674",0,0,0,1,1,1,1,0,8,0,3
"ENSRNOG00000002496",1842,1896,2688,679,2913,4292,37,35,99,32,21
"ENSRNOG00000056035",2,1,2,0,5,5,0,0,0,0,0
"ENSRNOG00000056964",7,5,8,1,22,19,1,3,18,13,18
"ENSRNOG00000064142",0,0,0,0,1,2,0,0,15,19,35
"ENSRNOG00000001849",625,659,1161,276,1319,1456,4269,4099,9486,8375,8455
"ENSRNOG00000057066",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000053205",577,591,1193,257,1193,1469,1317,1325,3377,3809,3711
"ENSRNOG00000068775",14,12,27,5,19,23,0,0,0,2,0
"ENSRNOG00000001689",962,982,1814,406,1731,2210,239,266,560,646,616
"ENSRNOG00000062950",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000068457",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000047394",1130,1185,2321,519,2426,3078,1479,1452,3281,3011,3110
"ENSRNOG00000069704",202,214,499,133,333,528,18,17,34,23,12
"ENSRNOG00000053629",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000058660",0,0,4,2,2,5,1,1,0,6,1
"ENSRNOG00000051434",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000066320",0,0,0,1,0,0,1,0,0,2,0
"ENSRNOG00000057568",0,0,1,1,2,0,1,1,2,4,5
"ENSRNOG00000060082",0,0,0,0,0,0,0,0,0,0,0
"ENSRNOG00000030920",13,8,14,4,17,6,207,185,326,666,858
"ENSRNOG00000063446",14,22,48,13,29,68,118,148,352,303,339
"ENSRNOG00000066003",68,63,87,21,136,131,225,223,536,445,489
